Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
Hell's Heroes,1929,USA," Drama, Western",7.2,0,68 min,Mono, Black and White,0,0,William Wyler ,"Charles Bickford,Raymond Hatton,Fred Kohler"
The Show of Shows,1929,USA, Musical,6,0,0 min,Mono, Black and White,"$850,000 ",0,John G. Adolfi ,"Frank Fay,William Courtenay,H.B. Warner"
Escape from Dartmoor,1929,UK," Crime, Drama",7.8,0,88 min,Mono, Black and White,0,0,Anthony Asquith ,"Hans Adalbert Schlettow,Uno Henning,Norah Baring"
All Quiet on the Western Front,1930,USA," Drama, War",8.1,0,145 min,Mono, Black and White,"$1,448,864 ",0,Lewis Milestone ,"Lew Ayres,Louis Wolheim,John Wray"
The Big House,1930,USA," Crime, Drama, Thriller",7.2,0,0 min,Mono, Black and White,0,0,,"Chester Morris,Wallace Beery,Lewis Stone"
Hell's Angels,1930,USA," Drama, War",7.8,0,127 min,Mono, Black and White,"$3,950,000 ",0,,"Ben Lyon,James Hall,Jean Harlow"
The Blue Angel,1930,Germany," Drama, Music",7.8,88,107 min,Mono, Black and White,0,"$77,982 ",Josef von Sternberg ,"Emil Jannings,Marlene Dietrich,Kurt Gerron"
The Big Trail,1930,USA," Adventure, Western, Romance",7.3,0,125 min,Mono, Black and White,"$2,000,000 ",0,,"John Wayne,Marguerite Churchill,El Brendel"
Anna Christie,1930,USA," Drama, Romance",6.9,0,89 min,Mono, Black and White,"$376,000 ",0,Clarence Brown ,"Greta Garbo,Charles Bickford,George F. Marion"
Morocco,1930,USA," Drama, Romance",7.3,0,92 min,Mono, Black and White,0,0,Josef von Sternberg (as Josef Von Sternberg)            ,"Gary Cooper,Marlene Dietrich,Adolphe Menjou"
Animal Crackers,1930,USA," Comedy, Musical",7.7,0,97 min,Mono, Black and White,0,0,Victor Heerman ,"Groucho Marx,Harpo Marx,Chico Marx"
L'Age d'Or,1930,France," Comedy, Drama, Horror",7.5,0,60 min,Mono, Black and White,0,"$32,712 ",Luis BuÌ±uel ,"Gaston Modot,Lya Lys,Caridad de Laberdesque"
Madam Satan,1930,USA," Musical, Romance, Comedy",6.8,0,116 min,Mono,Color,"$980,000 ",0,Cecil B. DeMille ,"Kay Johnson,Reginald Denny,Lillian Roth"
Murder!,1930,UK," Crime, Mystery, Thriller",6.4,0,104 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Herbert Marshall,Norah Baring,Phyllis Konstam"
King of Jazz,1930,USA," Animation, Comedy, Music",7.5,0,0 min,Mono,Color,"$2,000,000 ",0,John Murray Anderson ,"Paul Whiteman,John Boles,Laura La Plante"
Little Rascals: Best of Our Gang,1930,, ,7.8,0,84 min,,,0,0,,
Anna Christie,1930,USA, Drama,7.2,0,85 min,Mono, Black and White,0,0,Jacques Feyder ,"Greta Garbo,Theo Shall,Hans Junkermann"
The Divorcee,1930,USA," Romance, Drama",6.8,0,84 min,Mono, Black and White,"$340,691 ",0,Robert Z. Leonard (uncredited)            ,"Norma Shearer,Robert Montgomery,Chester Morris"
Abraham Lincoln,1930,USA," Biography, Drama, History, War",5.8,0,90 min,Mono, Black and White,0,0,D.W. Griffith ,"Walter Huston,Una Merkel,William L. Thorne"
Earth,1930,Soviet Union, Drama,7.5,0,75 min,Silent, Black and White,0,0,Aleksandr Dovzhenko ,"Stepan Shkurat,Semyon Svashenko,Yuliya Solntseva"
People on Sunday,1930,Germany," Comedy, Drama, Romance",7.6,0,73 min,Silent, Black and White,0,0,,"Erwin SplettstÌ_ÌÙer,Brigitte Borchert,Wolfgang von Waltershausen"
School for Scandal,1930,UK, Comedy,5.1,0,76 min,Mono,Color,0,0,Maurice Elvey ,"Basil Gill,Madeleine Carroll,Ian Fleming"
Montana Moon,1930,USA," Comedy, Drama, Musical, Romance, Western",4,0,89 min,Mono, Black and White,0,0,Malcolm St. Clair ,"Joan Crawford,Johnny Mack Brown,Dorothy Sebastian"
Paid,1930,USA," Drama, Film-Noir",5.7,0,86 min,Mono, Black and White,0,0,Sam Wood ,"Joan Crawford,Robert Armstrong,Marie Prevost"
The Bat Whispers,1930,USA," Crime, Thriller, Horror, Drama, Mystery, Comedy",6.5,0,83 min,Mono, Black and White,0,0,Roland West ,"Chance Ward,Richard Tucker,Wilson Benge"
Just Imagine,1930,USA," Comedy, Fantasy, Musical, Romance, Sci-Fi",5.5,0,109 min,Mono, Black and White,"$1,100,000 ",0,David Butler ,"El Brendel,Maureen O'Sullivan,John Garrick"
City Girl,1930,USA," Drama, Romance",7.9,0,77 min,Mono, Black and White,0,0,F.W. Murnau ,"Charles Farrell,Mary Duncan,David Torrence"
Up the River,1930,USA," Comedy, Crime, Drama",6.1,0,92 min,Mono, Black and White,0,0,John Ford ,"Spencer Tracy,Claire Luce,Warren Hymer"
Romance,1930,USA," Drama, Romance",6,0,76 min,Mono, Black and White,"$496,000 ",0,Clarence Brown (uncredited)            ,"Greta Garbo,Lewis Stone,Gavin Gordon"
Our Blushing Brides,1930,USA, Drama,5.6,0,102 min,Mono, Black and White,0,0,Harry Beaumont (uncredited)            ,"Joan Crawford,Robert Montgomery,Anita Page"
Ladies of Leisure,1930,USA," Drama, Romance",6.8,0,99 min,Mono, Black and White,0,0,Frank Capra (as Frank R. Capra)            ,"Barbara Stanwyck,Ralph Graves,Lowell Sherman"
Under the Roofs of Paris,1930,France," Comedy, Drama, Musical, Romance",7.4,0,96 min,Mono, Black and White,0,0,RenÌ© Clair ,"Albert PrÌ©jean,Pola IllÌ©ry,Edmond T. GrÌ©ville"
The Unholy Three,1930,USA," Crime, Drama, Romance",6.8,0,72 min,Mono, Black and White,0,0,Jack Conway ,"Lon Chaney,Lila Lee,Elliott Nugent"
Min and Bill,1930,USA," Comedy, Drama",7.3,0,66 min,Mono, Black and White,0,0,George W. Hill (as George Hill)            ,"Marie Dressler,Wallace Beery,Dorothy Jordan"
Feet First,1930,USA, Comedy,6.9,0,93 min,Mono, Black and White,"$647,000 ",0,,"Harold Lloyd,Barbara Kent,Robert McWade"
Raffles,1930,USA," Adventure, Crime, Drama, History, Romance, Thriller",6.9,0,72 min,Mono, Black and White,0,0,,"Ronald Colman,Kay Francis,David Torrence"
Whoopee!,1930,USA," Comedy, Musical, Romance",7.7,0,93 min,Mono,Color,0,0,Thornton Freeland ,"Eddie Cantor,Ethel Shutta,Paul Gregory"
The Dawn Patrol,1930,USA," War, Drama, Action",7.9,0,108 min,Mono, Black and White,"$611,722 ",0,Howard Hawks ,"Richard Barthelmess,Douglas Fairbanks Jr.,Neil Hamilton"
Reaching for the Moon,1930,USA," Comedy, Music, Romance",5.9,0,74 min,Mono, Black and White,0,0,Edmund Goulding ,"Douglas Fairbanks,Bebe Daniels,Edward Everett Horton"
Paramount on Parade,1930,USA, Musical,6.2,0,102 min,Mono, Black and White,0,0,,"Jean Arthur,Clara Bow,Maurice Chevalier"
Tom Sawyer,1930,USA," Adventure, Comedy, Drama",6.4,0,86 min,Mono, Black and White,0,0,John Cromwell ,"Jackie Coogan,Junior Durkin,Mitzi Green"
The Blue Angel,1930,Germany," Drama, Music",8.1,0,104 min,Mono, Black and White,0,0,Josef von Sternberg ,"Emil Jannings,Marlene Dietrich,Kurt Gerron"
Monte Carlo,1930,USA," Comedy, Musical, Romance",7,0,90 min,Mono, Black and White,"$726,465 ",0,Ernst Lubitsch ,"Jeanette MacDonald,Jack Buchanan,Claud Allister"
The Story of the Fox,1930,France," Animation, Comedy, Family, Fantasy",8,0,65 min,Mono, Black and White,0,0,,"Claude Dauphin,Romain Bouquet,Sylvain Itkine"
Check and Double Check,1930,USA, Comedy,5.8,0,77 min,Mono, Black and White,0,0,Melville W. Brown (as Melville Brown)            ,"Freeman F. Gosden,Charles J. Correll,Sue Carol"
Rain or Shine,1930,USA," Comedy, Drama, Romance",5.9,0,88 min,Mono, Black and White,0,0,Frank Capra (as Frank R. Capra)            ,"Joe Cook,Louise Fazenda,Joan Peers"
Elstree Calling,1930,UK," Comedy, Musical",5.9,0,86 min,Mono, Black and White,0,0,,"Tommy Handley,Gordon Begg,Teddy Brown"
Soup to Nuts,1930,USA," Comedy, Romance",6.1,0,70 min,Mono, Black and White,0,0,Benjamin Stoloff ,"Ted Healy,Charles Winninger,Frances McCoy"
The Texan,1930,USA, Western,6.8,0,79 min,Mono, Black and White,0,0,John Cromwell ,"Gary Cooper,Fay Wray,Emma Dunn"
Billy the Kid,1930,USA," Biography, Drama, Western",6.2,0,98 min,Mono, Black and White,0,0,King Vidor ,"Johnny Mack Brown,Wallace Beery,Kay Johnson"
Sin Takes a Holiday,1930,USA," Comedy, Romance",6.2,0,81 min,Mono, Black and White,0,0,Paul L. Stein ,"Constance Bennett,Kenneth MacKenna,Basil Rathbone"
Free and Easy,1930,USA," Comedy, Musical",5.6,0,92 min,Mono, Black and White,0,0,Edward Sedgwick ,"Buster Keaton,Anita Page,Trixie Friganza"
The Doorway to Hell,1930,USA," Crime, Drama",6.6,0,78 min,Mono, Black and White,0,0,Archie Mayo ,"Lew Ayres,James Cagney,Charles Judels"
M,1931,Germany," Crime, Drama, Mystery, Thriller",8.4,0,117 min,Mono, Black and White,0,"$28,877 ",Fritz Lang ,"Peter Lorre,Ellen Widmann,Inge Landgut"
City Lights,1931,USA," Comedy, Drama, Romance",8.6,0,87 min,Silent, Black and White,"$1,500,000 ",0,Charles Chaplin ,"Charles Chaplin,Virginia Cherrill,Florence Lee"
The Maltese Falcon,1931,USA," Crime, Drama, Film-Noir, Mystery",7.4,0,80 min,Mono, Black and White,0,0,Roy Del Ruth ,"Bebe Daniels,Ricardo Cortez,Dudley Digges"
Dracula,1931,USA," Fantasy, Horror",7.6,0,75 min,Mono, Black and White,"$355,000 ",0,Tod Browning ,"Bela Lugosi,Helen Chandler,David Manners"
Frankenstein,1931,USA," Drama, Horror, Sci-Fi",7.9,0,70 min,Mono, Black and White,"$291,000 ","$12,000,000 ",James Whale ,"Colin Clive,Mae Clarke,Boris Karloff"
Dr. Jekyll and Mr. Hyde,1931,USA," Horror, Sci-Fi",7.7,0,98 min,Mono, Black and White,"$535,000 ",0,Rouben Mamoulian ,"Fredric March,Miriam Hopkins,Rose Hobart"
The Public Enemy,1931,USA," Action, Crime, Drama",7.7,0,83 min,Mono, Black and White,0,0,William A. Wellman ,"James Cagney,Jean Harlow,Edward Woods"
Little Caesar,1931,USA," Action, Crime, Drama, Romance",7.3,0,79 min,Mono, Black and White,0,0,Mervyn LeRoy ,"Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell"
Possessed,1931,USA," Drama, Romance",6.8,0,76 min,Mono, Black and White,0,0,Clarence Brown (uncredited)            ,"Joan Crawford,Clark Gable,Wallace Ford"
Cimarron,1931,USA," Drama, Western",6,0,123 min,Mono, Black and White,"$1,433,000 ",0,Wesley Ruggles (uncredited)            ,"Richard Dix,Irene Dunne,Estelle Taylor"
The Bad Sister,1931,USA, Drama,6.9,0,68 min,Mono, Black and White,0,0,Hobart Henley ,"Conrad Nagel,Sidney Fox,Bette Davis"
Mata Hari,1931,USA," Crime, Drama, Romance",6.7,0,0 min,Mono, Black and White,"$558,000 ","$931,000 ",George Fitzmaurice (uncredited)            ,"Greta Garbo,Ramon Novarro,Lionel Barrymore"
The Front Page,1931,USA, Comedy,6.9,0,101 min,Mono, Black and White,0,0,Lewis Milestone ,"Adolphe Menjou,Pat O'Brien,Mary Brian"
Monkey Business,1931,USA," Comedy, Musical",7.6,0,77 min,Mono, Black and White,0,0,Norman Z. McLeod (as Norman McLeod)            ,"Groucho Marx,Harpo Marx,The Marx Brothers"
The Champ,1931,USA," Drama, Sport",7.3,0,86 min,Mono, Black and White,0,0,King Vidor (uncredited)            ,"Wallace Beery,Jackie Cooper,Irene Rich"
Under Eighteen,1931,USA," Drama, Romance",6.8,0,80 min,Mono, Black and White,0,0,Archie Mayo ,"Marian Marsh,Anita Page,Regis Toomey"
"Dance, Fools, Dance",1931,USA," Crime, Drama, Romance",5.8,0,80 min,Mono, Black and White,0,0,Harry Beaumont ,"Joan Crawford,Cliff Edwards,Lester Vail"
La Chienne,1931,France, Drama,7.7,0,91 min,Mono, Black and White,0,0,Jean Renoir ,"Michel Simon,Georges Flamant,Janie MarÌ¬se"
Illicit,1931,USA," Drama, Romance",6.2,0,0 min,Mono, Black and White,"$249,000 ",0,Archie Mayo ,"Barbara Stanwyck,James Rennie,Ricardo Cortez"
A Free Soul,1931,USA," Crime, Drama, Romance",6.7,0,93 min,Mono, Black and White,0,0,Clarence Brown ,"Norma Shearer,Leslie Howard,Lionel Barrymore"
Waterloo Bridge,1931,USA," Drama, Romance",7.6,0,81 min,Mono, Black and White,"$251,289 ",0,James Whale ,"Mae Clarke,Douglass Montgomery,Doris Lloyd"
Platinum Blonde,1931,USA," Comedy, Romance",6.9,0,89 min,Mono, Black and White,"å£600,000        ",0,Frank Capra (as Frank R. Capra)            ,"Jean Harlow,Loretta Young,Robert Williams"
Seed,1931,USA, Drama,7.9,0,96 min,Mono, Black and White,0,0,John M. Stahl ,"John Boles,Genevieve Tobin,Lois Wilson"
DrÌÁcula,1931,USA," Fantasy, Horror",7.2,0,104 min,Mono, Black and White,"$66,000 ",0,,"Carlos VillarÌ_as,Lupita Tovar,Barry Norton"
Svengali,1931,USA," Drama, Horror, Romance",6.9,0,81 min,Vitaphone, Black and White,0,0,Archie Mayo ,"John Barrymore,Marian Marsh,Donald Crisp"
Bad Girl,1931,USA," Drama, Romance",6.7,0,90 min,Mono, Black and White,0,0,Frank Borzage ,"James Dunn,Sally Eilers,Minna Gombell"
Girls About Town,1931,USA, Comedy,8,0,80 min,Mono, Black and White,0,0,George Cukor ,"Kay Francis,Joel McCrea,Lilyan Tashman"
The 3 Penny Opera,1931,Germany," Comedy, Drama, Musical",7.5,0,112 min,Mono, Black and White,0,0,Georg Wilhelm Pabst (as G.W. Pabst)            ,"Rudolf Forster,Lotte Lenya,Carola Neher"
Trader Horn,1931,USA," Adventure, Romance",6.5,0,122 min,Mono, Black and White,"$1,312,636 ",0,W.S. Van Dyke ,"Harry Carey,Edwina Booth,Duncan Renaldo"
Dishonored,1931,USA," Drama, Romance, War",7.3,0,91 min,Mono, Black and White,0,0,Josef von Sternberg ,"Marlene Dietrich,Victor McLaglen,Gustav von Seyffertitz"
The Black Camel,1931,USA," Crime, Mystery, Thriller",7.1,0,71 min,Mono, Black and White,0,0,Hamilton MacFadden (uncredited)            ,"Warner Oland,Sally Eilers,Bela Lugosi"
East of Shanghai,1931,UK," Comedy, Romance, Thriller",5.9,0,81 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Henry Kendall,Joan Barry,Percy Marmont"
The Skin Game,1931,UK, Drama,5.8,0,85 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Edmund Gwenn,Jill Esmond,C.V. France"
MÌ_dchen in Uniform,1931,Germany," Drama, Romance",7.8,0,88 min,Mono, Black and White,0,0,,"Dorothea Wieck,Hertha Thiele,Emilia Unda"
Night Nurse,1931,USA," Crime, Drama, Mystery",7,0,72 min,Mono, Black and White,"$260,000 ",0,William A. Wellman ,"Barbara Stanwyck,Ben Lyon,Joan Blondell"
The Miracle Woman,1931,USA," Drama, Romance",7.3,0,90 min,Mono, Black and White,0,0,Frank Capra (as Frank R. Capra)            ,"Barbara Stanwyck,David Manners,Sam Hardy"
An American Tragedy,1931,USA," Romance, Drama",6.8,0,96 min,Mono, Black and White,0,0,Josef von Sternberg (as Josef Von Sternberg)            ,"Phillips Holmes,Sylvia Sidney,Frances Dee"
Laughing Sinners,1931,USA," Drama, Romance",4.9,0,72 min,Mono, Black and White,"$338,000 ",0,Harry Beaumont ,"Joan Crawford,Clark Gable,Neil Hamilton"
ÌÛ Nous la LibertÌ©,1931,France," Comedy, Musical",7.7,0,104 min,Mono, Black and White,0,0,RenÌ© Clair ,"Raymond Cordy,Henri Marchand,Rolla France"
Pardon Us,1931,USA," Comedy, Crime, Drama, Musical",7.1,0,56 min,Mono, Black and White,0,0,James Parrott ,"Stan Laurel,Oliver Hardy,June Marlowe"
Tabu: A Story of the South Seas,1931,USA," Drama, Romance, Adventure",7.6,0,86 min,Mono, Black and White,"$150,000 ",0,F.W. Murnau ,"Anne Chevalier,Matahi,Hitu"
Marius,1931,France," Comedy, Drama, Romance",7.8,0,130 min,Mono, Black and White,0,0,Alexander Korda (as Alexandre Korda)            ,"Raimu,Pierre Fresnay,Fernand Charpin"
Street Scene,1931,USA," Drama, Romance",7.7,0,80 min,Mono, Black and White,"$584,000 ",0,King Vidor ,"Sylvia Sidney,William Collier Jr.,Estelle Taylor"
Skippy,1931,USA," Family, Drama, Comedy",6.3,0,85 min,Mono, Black and White,0,0,Norman Taurog ,"Jackie Cooper,Robert Coogan,Mitzi Green"
Blonde Crazy,1931,USA," Comedy, Crime, Drama, Romance",7.1,0,79 min,Mono, Black and White,0,0,Roy Del Ruth ,"James Cagney,Joan Blondell,Louis Calhern"
The Smiling Lieutenant,1931,USA," Comedy, Romance, Musical",7.8,0,89 min,Mono, Black and White,0,0,Ernst Lubitsch ,"Maurice Chevalier,Claudette Colbert,Miriam Hopkins"
Susan Lenox,1931,USA," Drama, Romance",6.5,0,76 min,Mono, Black and White,"$572,638 ",0,Robert Z. Leonard (uncredited)            ,"Greta Garbo,Clark Gable,Jean Hersholt"
Alexander Hamilton,1931,USA," Biography, Drama, History",6.2,0,70 min,Mono, Black and White,0,0,John G. Adolfi ,"George Arliss,Doris Kenyon,Dudley Digges"
This Modern Age,1931,USA, Drama,4.9,0,68 min,Mono, Black and White,"$354,162 ",0,Nick Grinde (as Nicholas GrindÌ©)            ,"Joan Crawford,Pauline Frederick,Neil Hamilton"
Private Lives,1931,USA," Comedy, Drama, Romance",6.9,0,84 min,Mono, Black and White,0,0,Sidney Franklin ,"Norma Shearer,Robert Montgomery,Reginald Denny"
Grand Hotel,1932,USA," Drama, Romance",7.6,0,112 min,Mono, Black and White,"$700,000 ",0,Edmund Goulding ,"Greta Garbo,John Barrymore,Joan Crawford"
Freaks,1932,USA," Drama, Horror",7.9,0,64 min,Mono, Black and White,"$310,607 ",0,Tod Browning ,"Wallace Ford,Leila Hyams,Olga Baclanova"
The Phantom of Crestwood,1932,USA," Crime, Mystery",6.7,0,0 min,Mono, Black and White,0,0,J. Walter Ruben ,"Ricardo Cortez,Karen Morley,Anita Louise"
Scarface,1932,USA," Action, Crime, Drama, Film-Noir, Thriller",7.8,0,93 min,Mono, Black and White,0,0,,"Paul Muni,Ann Dvorak,Karen Morley"
The Mummy,1932,USA," Fantasy, Horror",7.2,0,73 min,Mono, Black and White,"$196,000 ",0,Karl Freund ,"Boris Karloff,Zita Johann,David Manners"
Tarzan the Ape Man,1932,USA," Action, Adventure, Romance",7.2,0,100 min,Mono, Black and White,"$652,675 ",0,W.S. Van Dyke ,"Johnny Weissmuller,Neil Hamilton,C. Aubrey Smith"
Blondie of the Follies,1932,USA, Comedy,7.9,0,91 min,Mono, Black and White,"$602,620 ",0,Edmund Goulding ,"Marion Davies,Robert Montgomery,Billie Dove"
The Most Dangerous Game,1932,USA," Adventure, Horror, Mystery, Thriller",7.3,0,63 min,Mono, Black and White,"$218,869 ",0,,"Joel McCrea,Fay Wray,Leslie Banks"
Rain,1932,USA, Drama,6.9,0,94 min,Mono, Black and White,0,0,Lewis Milestone (uncredited)            ,"Joan Crawford,Walter Huston,Fred Howard"
Island of Lost Souls,1932,USA," Horror, Sci-Fi",7.6,0,70 min,Mono, Black and White,"$300,000 ",0,Erle C. Kenton ,"Charles Laughton,Bela Lugosi,Richard Arlen"
Broken Lullaby,1932,USA, Drama,7.7,0,76 min,Mono, Black and White,"$889,154 ",0,Ernst Lubitsch ,"Lionel Barrymore,Nancy Carroll,Phillips Holmes"
The Old Dark House,1932,USA," Comedy, Horror",7.3,0,72 min,Mono, Black and White,0,0,James Whale ,"Boris Karloff,Melvyn Douglas,Charles Laughton"
Trouble in Paradise,1932,USA," Comedy, Crime, Romance",8.2,0,83 min,Mono, Black and White,"$519,706 ",0,Ernst Lubitsch ,"Miriam Hopkins,Kay Francis,Herbert Marshall"
White Zombie,1932,USA, Horror,6.4,0,69 min,Mono, Black and White,"$50,000 ",0,Victor Halperin ,"Bela Lugosi,Madge Bellamy,Joseph Cawthorn"
Red Dust,1932,USA," Drama, Romance",7.4,0,83 min,Mono, Black and White,"$408,000 ",0,Victor Fleming (uncredited)            ,"Clark Gable,Jean Harlow,Gene Raymond"
A Farewell to Arms,1932,USA," Drama, Romance, War",6.6,0,80 min,Mono, Black and White,"$800,000 ",0,Frank Borzage ,"Gary Cooper,Helen Hayes,Adolphe Menjou"
The Sign of the Cross,1932,USA," Drama, History",6.9,0,122 min,Mono, Black and White,0,0,Cecil B. DeMille (as Cecil B. De Mille)            ,"Fredric March,Claudette Colbert,Elissa Landi"
Vampyr,1932,Germany," Fantasy, Horror",7.7,0,70 min,Mono, Black and White,0,0,Carl Theodor Dreyer (as Carl Th. Dreyer)            ,"Julian West,Maurice Schutz,Rena Mandel"
Horse Feathers,1932,USA," Comedy, Musical, Romance, Sport",7.7,0,68 min,Mono, Black and White,0,0,Norman Z. McLeod (as Norman McLeod)            ,"Groucho Marx,Chico Marx,Harpo Marx"
Shanghai Express,1932,USA," Adventure, Drama, Romance, Thriller",7.5,0,82 min,Mono, Black and White,0,0,Josef von Sternberg ,"Marlene Dietrich,Clive Brook,Anna May Wong"
I Am a Fugitive from a Chain Gang,1932,USA," Crime, Drama, Film-Noir",8.1,0,92 min,Mono, Black and White,"$195,845 ",0,Mervyn LeRoy ,"Paul Muni,Glenda Farrell,Helen Vinson"
Blonde Venus,1932,USA, Drama,7.2,0,93 min,Mono, Black and White,0,0,Josef von Sternberg ,"Marlene Dietrich,Cary Grant,Herbert Marshall"
Doctor X,1932,USA," Comedy, Crime, Horror, Mystery, Sci-Fi, Thriller",6.5,0,76 min,Mono,Color,0,0,Michael Curtiz ,"Lionel Atwill,Fay Wray,Lee Tracy"
Three on a Match,1932,USA," Crime, Drama, Romance",7.3,0,63 min,Mono, Black and White,"$444,000 ",0,Mervyn LeRoy ,"Joan Blondell,Warren William,Ann Dvorak"
ArsÌ¬ne Lupin,1932,USA," Crime, Mystery, Romance",7,0,84 min,Mono, Black and White,"$433,000 ",0,Jack Conway ,"John Barrymore,Lionel Barrymore,Karen Morley"
Boudu Saved from Drowning,1932,France, Comedy,7.5,0,0 min,Mono, Black and White,0,0,Jean Renoir ,"Michel Simon,Marcelle Hainia,SÌ©vÌ©rine Lerczinska"
Murders in the Rue Morgue,1932,USA," Crime, Horror, Mystery, Romance",6.4,0,61 min,Mono, Black and White,"$190,000 ",0,Robert Florey ,"Bela Lugosi,Sidney Fox,Leon Ames"
Letty Lynton,1932,USA, Drama,5.3,0,84 min,Mono, Black and White,0,0,Clarence Brown ,"Joan Crawford,Robert Montgomery,Nils Asther"
The Cabin in the Cotton,1932,USA, Drama,7.1,0,78 min,Mono, Black and White,0,0,Michael Curtiz ,"Richard Barthelmess,Bette Davis,Dorothy Jordan"
Night at the Crossroads,1932,France," Crime, Drama, Mystery",6.8,0,70 min,Mono, Black and White,0,0,Jean Renoir ,"Pierre Renoir,Georges TÌ©rof,Winna Winifried"
Thirteen Women,1932,USA," Drama, Horror, Mystery",6.3,0,73 min,Mono, Black and White,0,0,George Archainbaud ,"Irene Dunne,Ricardo Cortez,Jill Esmond"
Kongo,1932,USA," Drama, Horror",6.6,0,86 min,Mono, Black and White,0,0,William J. Cowen (as William Cowen)            ,"Walter Huston,Lupe Velez,Conrad Nagel"
Little Orphan Annie,1932,USA," Comedy, Drama",6.7,0,70 min,Mono, Black and White,0,0,John S. Robertson ,"Mitzi Green,Buster Phelps,May Robson"
Red-Headed Woman,1932,USA," Comedy, Romance",7.1,0,79 min,Mono, Black and White,"$401,000 ",0,Jack Conway ,"Jean Harlow,Chester Morris,Lewis Stone"
Night Court,1932,USA," Crime, Film-Noir, Thriller",7.1,0,92 min,Mono, Black and White,0,0,W.S. Van Dyke ,"Phillips Holmes,Walter Huston,Anita Page"
The Blood of a Poet,1932,France, Fantasy,7.5,0,0 min,Mono, Black and White,0,0,Jean Cocteau ,"Enrique Rivero,Elizabeth Lee Miller,Pauline Carton"
Movie Crazy,1932,USA," Comedy, Family, Romance",7.2,0,81 min,Mono, Black and White,"$675,000 ",0,,"Harold Lloyd,Constance Cummings,Kenneth Thomson"
Bird of Paradise,1932,USA," Adventure, Romance, Drama",6.1,0,80 min,Mono, Black and White,0,0,King Vidor ,"Dolores del Rio,Joel McCrea,John Halliday"
What Price Hollywood?,1932,USA, Drama,7.7,0,88 min,Mono, Black and White,"$411,676 ",0,George Cukor ,"Constance Bennett,Lowell Sherman,Neil Hamilton"
Number 17,1932,UK," Crime, Mystery, Thriller",5.8,0,66 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Leon M. Lion,Anne Grey,John Stuart"
"20,000 Years in Sing Sing",1932,USA," Crime, Drama, Film-Noir",7.1,0,78 min,Mono, Black and White,0,0,Michael Curtiz ,"Spencer Tracy,Bette Davis,Arthur Byron"
Hell's House,1932,USA, Drama,6.3,0,72 min,Mono, Black and White,0,0,Howard Higgin ,"Bette Davis,Pat O'Brien,Junior Durkin"
One Way Passage,1932,USA," Comedy, Drama, Romance",8.1,0,67 min,Mono, Black and White,0,0,Tay Garnett ,"William Powell,Kay Francis,Frank McHugh"
The Last of the Mohicans,1932,USA," Action, Adventure",6.3,0,231 min,Mono, Black and White,0,0,,"Harry Carey,Hobart Bosworth,Frank Coghlan Jr."
Forbidden,1932,USA," Drama, Romance",7,0,85 min,Mono, Black and White,0,0,Frank Capra (as Frank R. Capra)            ,"Barbara Stanwyck,Adolphe Menjou,Ralph Bellamy"
Street of Women,1932,USA," Drama, Romance",6.2,0,59 min,Mono, Black and White,0,0,Archie Mayo ,"Kay Francis,Roland Young,Alan Dinehart"
The Animal Kingdom,1932,USA," Comedy, Drama, Romance",6.6,0,85 min,Mono, Black and White,"$458,000 ",0,,"Ann Harding,Leslie Howard,Myrna Loy"
"I Was Born, But...",1932,Japan," Comedy, Drama",8,91,100 min,Silent, Black and White,0,0,YasujirÌ« Ozu ,"Tatsuo SaitÌ«,Tomio Aoki,Mitsuko Yoshikawa"
American Madness,1932,USA, Drama,7.5,0,75 min,Mono, Black and White,0,0,,"Walter Huston,Pat O'Brien,Kay Johnson"
No Man of Her Own,1932,USA," Drama, Romance",6.7,0,85 min,Mono, Black and White,0,0,Wesley Ruggles ,"Clark Gable,Carole Lombard,Dorothy Mackaill"
King Kong,1933,USA," Adventure, Horror, Sci-Fi",7.9,0,100 min,Mono, Black and White,"$670,000 ",0,,"Fay Wray,Robert Armstrong,Bruce Cabot"
Dinner at Eight,1933,USA," Comedy, Drama",7.8,0,111 min,Mono, Black and White,"$435,000 ",0,George Cukor ,"Marie Dressler,John Barrymore,Wallace Beery"
Midnight Mary,1933,USA," Crime, Drama, Romance",7.1,0,74 min,Mono, Black and White,0,0,William A. Wellman (as William Wellman)            ,"Loretta Young,Franchot Tone,Ricardo Cortez"
The Invisible Man,1933,USA," Horror, Sci-Fi",7.7,0,71 min,Mono, Black and White,0,0,James Whale ,"Claude Rains,Gloria Stuart,William Harrigan"
The House on 56th Street,1933,USA," Drama, History",7.4,0,68 min,Mono, Black and White,0,0,Robert Florey ,"Kay Francis,Ricardo Cortez,Gene Raymond"
Ecstasy,1933,Czechoslovakia," Drama, Romance",6.9,0,82 min,Mono, Black and White,0,0,Gustav MachatÌ_ ,"Hedy Lamarr,Aribert Mog,Zvonimir Rogoz"
Duck Soup,1933,USA," Comedy, Musical, War",8,0,68 min,Mono, Black and White,0,0,Leo McCarey ,"Groucho Marx,Harpo Marx,Chico Marx"
