Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
42nd Street,1933,USA," Comedy, Musical, Romance",7.7,0,89 min,Mono, Black and White,"$439,000 ","$2,300,000 ",Lloyd Bacon ,"Warner Baxter,Bebe Daniels,George Brent"
Little Women,1933,USA," Drama, Family, Romance",7.4,0,115 min,Mono, Black and White,"$424,000 ",0,George Cukor ,"Katharine Hepburn,Joan Bennett,Paul Lukas"
Gold Diggers of 1933,1933,USA," Comedy, Drama, Musical",8.1,0,97 min,Mono, Black and White,"$433,000 ",0,Mervyn LeRoy ,"Warren William,Joan Blondell,Aline MacMahon"
The Son of Kong,1933,USA," Adventure, Comedy, Fantasy",5.8,0,70 min,Mono, Black and White,"$250,000 ",0,Ernest B. Schoedsack ,"Robert Armstrong,Helen Mack,Frank Reicher"
Footlight Parade,1933,USA," Comedy, Musical, Romance",7.8,0,104 min,Mono, Black and White,"$703,000 ",0,Lloyd Bacon ,"James Cagney,Joan Blondell,Ruby Keeler"
The Testament of Dr. Mabuse,1933,Germany, Crime,7.9,0,122 min,Mono, Black and White,0,0,Fritz Lang ,"Rudolf Klein-Rogge,Otto Wernicke,Gustav Diessl"
Dancing Lady,1933,USA," Comedy, Musical, Romance",6.7,0,92 min,Mono, Black and White,"$923,055 ",0,Robert Z. Leonard ,"Joan Crawford,Clark Gable,Franchot Tone"
Alice in Wonderland,1933,USA," Adventure, Family, Fantasy",6.5,0,76 min,Mono, Black and White,0,0,Norman Z. McLeod (as Norman Mc Leod)            ,"Richard Arlen,Roscoe Ates,William Austin"
Queen Christina,1933,USA," Biography, Drama, History, Romance",7.8,0,99 min,Mono, Black and White,"$1,114,000 ",0,Rouben Mamoulian ,"Greta Garbo,John Gilbert,Ian Keith"
Mystery of the Wax Museum,1933,USA," Horror, Mystery, Thriller",6.9,0,77 min,Mono,Color,0,0,Michael Curtiz ,"Lionel Atwill,Fay Wray,Glenda Farrell"
Morning Glory,1933,USA," Drama, Romance",6.6,0,74 min,Mono, Black and White,"$239,000 ",0,Lowell Sherman ,"Katharine Hepburn,Douglas Fairbanks Jr.,Adolphe Menjou"
Cavalcade,1933,USA," Drama, Romance, War",6,0,112 min,Mono, Black and White,"$1,180,280 ",0,Frank Lloyd ,"Diana Wynyard,Clive Brook,Una O'Connor"
She Done Him Wrong,1933,USA," Comedy, Drama, History, Musical, Romance",6.5,0,66 min,Mono, Black and White,"$200,000 ",0,Lowell Sherman ,"Mae West,Cary Grant,Owen Moore"
The Bitter Tea of General Yen,1933,USA," Drama, Romance, War",7.1,0,88 min,Mono, Black and White,0,0,Frank Capra (as Frank R. Capra)            ,"Barbara Stanwyck,Nils Asther,Toshia Mori"
Sons of the Desert,1933,USA, Comedy,7.8,0,68 min,Mono, Black and White,0,0,William A. Seiter ,"Stan Laurel,Oliver Hardy,Charley Chase"
Design for Living,1933,USA," Comedy, Romance",7.6,0,91 min,Mono, Black and White,0,0,Ernst Lubitsch ,"Fredric March,Gary Cooper,Miriam Hopkins"
Baby Face,1933,USA," Drama, Romance",7.6,0,71 min,Mono, Black and White,"$187,000 ",0,Alfred E. Green ,"Barbara Stanwyck,George Brent,Donald Cook"
Flying Down to Rio,1933,USA," Comedy, Musical, Romance",6.7,0,89 min,Mono, Black and White,"$462,000 ",0,Thornton Freeland ,"Dolores del Rio,Gene Raymond,Raul Roulien"
Unknown Valley,1933,USA, Western,6.8,0,69 min,Mono, Black and White,0,0,Lambert Hillyer ,"Buck Jones,Cecilia Parker,Wade Boteler"
I'm No Angel,1933,USA," Comedy, Musical, Romance",7,0,87 min,Mono, Black and White,"$225,000 ",0,Wesley Ruggles ,"Mae West,Cary Grant,Gregory Ratoff"
The Vampire Bat,1933,USA," Drama, Horror, Mystery, Romance, Sci-Fi",5.7,0,64 min,Mono, Black and White,0,0,Frank R. Strayer (as Frank Strayer)            ,"Lionel Atwill,Fay Wray,Melvyn Douglas"
Lady for a Day,1933,USA, Comedy,7.5,0,96 min,Mono, Black and White,0,0,Frank Capra ,"Warren William,May Robson,Guy Kibbee"
Bombshell,1933,USA," Comedy, Drama, Romance",7.3,0,96 min,Mono, Black and White,"$344,000 ",0,Victor Fleming (uncredited)            ,"Jean Harlow,Lee Tracy,Frank Morgan"
Christopher Strong,1933,USA," Drama, Romance",6.3,0,78 min,Mono, Black and White,"$284,000 ",0,Dorothy Arzner ,"Katharine Hepburn,Colin Clive,Billie Burke"
Roman Scandals,1933,USA," Comedy, Fantasy, Musical, Romance",7.5,0,92 min,Mono, Black and White,"$1,000,000 ",0,Frank Tuttle ,"Eddie Cantor,The Goldwyn Girls,Ruth Etting"
Ex-Lady,1933,USA," Comedy, Drama",7,0,67 min,Mono, Black and White,"$93,000 ",0,Robert Florey ,"Bette Davis,Gene Raymond,Frank McHugh"
The Story of Temple Drake,1933,USA, Drama,7.2,0,70 min,Mono, Black and White,0,0,Stephen Roberts ,"Miriam Hopkins,William Gargan,Jack La Rue"
The Private Life of Henry VIII.,1933,UK," Biography, Comedy, Drama, History, Romance",7.2,0,0 min,Mono, Black and White,"å£60,000        ",0,Alexander Korda ,"Charles Laughton,Robert Donat,Franklin Dyall"
Today We Live,1933,USA," Drama, Romance, War",5.7,0,113 min,Mono, Black and White,"$659,710 ",0,,"Joan Crawford,Gary Cooper,Robert Young"
The Ghoul,1933,UK," Action, Drama, Horror, Mystery, Romance",5.9,0,77 min,Mono, Black and White,0,0,T. Hayes Hunter ,"Boris Karloff,Cedric Hardwicke,Ernest Thesiger"
Gabriel Over the White House,1933,USA," Drama, Fantasy, Romance",6.5,0,86 min,Mono, Black and White,0,0,Gregory La Cava (as Gregory LaCava)            ,"Walter Huston,Karen Morley,Franchot Tone"
The Mayor of Hell,1933,USA," Crime, Drama, Romance",7,0,90 min,Mono, Black and White,"$229,000 ",0,,"James Cagney,Madge Evans,Arthur Byron"
Our Betters,1933,USA," Comedy, Drama, Romance",6.3,0,83 min,Mono, Black and White,0,0,George Cukor ,"Constance Bennett,Violet Kemble Cooper,Phoebe Foster"
Female,1933,USA," Comedy, Drama, Romance",6.8,0,60 min,Mono, Black and White,"$286,000 ",0,,"Ruth Chatterton,George Brent,Lois Wilson"
The Kennel Murder Case,1933,USA, Mystery,7,0,73 min,Mono, Black and White,0,0,Michael Curtiz ,"William Powell,Mary Astor,Eugene Pallette"
Man's Castle,1933,USA," Drama, Romance",7.5,0,75 min,Mono, Black and White,0,0,Frank Borzage ,"Spencer Tracy,Loretta Young,Marjorie Rambeau"
Eskimo,1933,USA, Drama,7.1,0,117 min,Mono, Black and White,"$950,000 ",0,W.S. Van Dyke ,"Edgar Dearing,Peter Freuchen,Edward Hearn"
Bureau of Missing Persons,1933,USA," Comedy, Crime, Drama",7.1,0,73 min,Mono, Black and White,0,0,Roy Del Ruth ,"Bette Davis,Lewis Stone,Pat O'Brien"
Sagebrush Trail,1933,USA, Western,5.4,0,54 min,Stereo, Black and White,0,0,Armand Schaefer ,"John Wayne,Nancy Shubert,Lane Chandler"
Riders of Destiny,1933,USA," Music, Romance, Western",5.6,0,53 min,Mono, Black and White,"$15,000 ",0,Robert N. Bradbury ,"John Wayne,Cecilia Parker,Forrest Taylor"
Friday the Thirteenth,1933,UK," Comedy, Drama",7,0,89 min,B.A.F. Sound System, Black and White,0,0,Victor Saville ,"Jessie Matthews,Sonnie Hale,Muriel Aked"
The Song of Songs,1933,USA," Drama, Romance",6.9,0,90 min,Mono, Black and White,0,0,Rouben Mamoulian ,"Marlene Dietrich,Brian Aherne,Lionel Atwill"
Night Flight,1933,USA, Drama,6.3,0,84 min,Mono, Black and White,0,0,Clarence Brown ,"John Barrymore,Helen Hayes,Clark Gable"
It Happened One Night,1934,USA," Comedy, Romance",8.2,0,105 min,Mono, Black and White,"$325,000 ",0,Frank Capra ,"Clark Gable,Claudette Colbert,Walter Connolly"
"Hat, Coat, and Glove",1934,USA, Drama,5.5,0,65 min,Mono, Black and White,0,0,Worthington Miner ,"Ricardo Cortez,Barbara Robbins,John Beal"
Of Human Bondage,1934,USA," Drama, Romance",7.3,0,83 min,Mono, Black and White,"$403,000 ",0,John Cromwell ,"Bette Davis,Leslie Howard,Frances Dee"
The Thin Man,1934,USA," Comedy, Crime, Mystery",8.1,0,91 min,Mono, Black and White,"$226,408 ",0,W.S. Van Dyke ,"William Powell,Myrna Loy,Maureen O'Sullivan"
Tarzan and His Mate,1934,USA," Action, Adventure",7.6,0,104 min,Mono, Black and White,"$1,279,142 ",0,,"Johnny Weissmuller,Maureen O'Sullivan,Neil Hamilton"
Imitation of Life,1934,USA," Drama, Romance",7.6,0,111 min,Mono, Black and White,0,0,John M. Stahl ,"Claudette Colbert,Warren William,Rochelle Hudson"
The Man Who Knew Too Much,1934,UK," Crime, Mystery, Thriller",6.9,0,75 min,Mono, Black and White,"å£40,000        ",0,Alfred Hitchcock ,"Leslie Banks,Edna Best,Peter Lorre"
Cleopatra,1934,USA," Biography, Drama, History",6.9,0,100 min,Mono, Black and White,0,0,Cecil B. DeMille ,"Claudette Colbert,Warren William,Henry Wilcoxon"
Twentieth Century,1934,USA," Comedy, Romance",7.8,0,91 min,Mono, Black and White,0,0,Howard Hawks ,"John Barrymore,Carole Lombard,Walter Connolly"
The Gay Divorcee,1934,USA," Comedy, Musical, Romance",7.6,0,107 min,Mono, Black and White,"$520,000 ",0,Mark Sandrich ,"Fred Astaire,Ginger Rogers,Alice Brady"
The Black Cat,1934,USA," Adventure, Crime, Horror, Romance, Thriller",7.1,0,65 min,Mono, Black and White,"$95,745 ","$236,000 ",Edgar G. Ulmer ,"Boris Karloff,Bela Lugosi,David Manners"
Anne of Green Gables,1934,USA," Comedy, Drama, Family",7.1,0,78 min,Mono, Black and White,0,0,George Nichols Jr. (as George Nicholls Jr.)            ,"Anne Shirley,Tom Brown,O.P. Heggie"
The Scarlet Pimpernel,1934,UK," Adventure, Drama",7.6,0,97 min,Mono, Black and White,0,0,Harold Young ,"Leslie Howard,Merle Oberon,Raymond Massey"
L'Atalante,1934,France," Comedy, Drama, Romance",7.9,0,89 min,Mono, Black and White,0,0,Jean Vigo ,"Dita Parlo,Jean DastÌ©,Michel Simon"
The Count of Monte Cristo,1934,USA," Action, Adventure, Drama, History, Romance, Thriller",7.6,0,113 min,Mono, Black and White,0,0,Rowland V. Lee ,"Robert Donat,Elissa Landi,Louis Calhern"
Babes in Toyland,1934,USA," Comedy, Family, Fantasy, Musical",7.4,0,77 min,Mono, Black and White,0,0,,"Stan Laurel,Oliver Hardy,Virginia Karns"
The White Parade,1934,USA, Drama,7,0,80 min,Mono, Black and White,0,0,Irving Cummings ,"Loretta Young,John Boles,Dorothy Wilson"
The Scarlet Empress,1934,USA," Drama, History, Romance",7.7,0,104 min,Mono, Black and White,"$900,000 ",0,Josef von Sternberg ,"Marlene Dietrich,John Lodge,Sam Jaffe"
Bright Eyes,1934,USA," Comedy, Drama, Family, Musical",7.3,0,85 min,Mono, Black and White,0,0,David Butler ,"Shirley Temple,James Dunn,Jane Darwell"
Treasure Island,1934,USA, Adventure,7.2,0,103 min,Mono, Black and White,0,0,Victor Fleming ,"Wallace Beery,Jackie Cooper,Lionel Barrymore"
Manhattan Melodrama,1934,USA," Crime, Drama, Romance",7.2,0,93 min,Mono, Black and White,0,0,,"Clark Gable,William Powell,Myrna Loy"
Happiness Ahead,1934,USA," Musical, Comedy, Romance",6.7,0,86 min,Mono, Black and White,0,0,Mervyn LeRoy ,"Dick Powell,Josephine Hutchinson,John Halliday"
Les MisÌ©rables,1934,France, Drama,8.1,0,0 min,Mono, Black and White,0,0,Raymond Bernard ,"Harry Baur,Charles Vanel,Paul AzaÌøs"
The Lost Patrol,1934,USA," Adventure, War",7,0,73 min,Mono, Black and White,"$254,000 ",0,John Ford ,"Victor McLaglen,Boris Karloff,Wallace Ford"
Death Takes a Holiday,1934,USA," Drama, Fantasy, Romance",7.2,0,79 min,Mono, Black and White,0,0,Mitchell Leisen ,"Fredric March,Evelyn Venable,Guy Standing"
Dames,1934,USA," Comedy, Musical, Romance",7.2,0,91 min,Mono, Black and White,0,0,,"Joan Blondell,Dick Powell,Ruby Keeler"
The Painted Veil,1934,USA," Drama, Romance",6.6,0,85 min,Mono, Black and White,"$947,000 ",0,Richard Boleslawski ,"Greta Garbo,Herbert Marshall,George Brent"
Chained,1934,USA," Drama, Romance",5.7,0,76 min,Mono, Black and White,0,0,Clarence Brown ,"Joan Crawford,Clark Gable,Otto Kruger"
Sadie McKee,1934,USA," Drama, Romance",6.6,0,93 min,Mono, Black and White,0,0,Clarence Brown ,"Joan Crawford,Gene Raymond,Franchot Tone"
Moulin Rouge,1934,USA, Comedy,6.7,0,70 min,Mono, Black and White,0,0,Sidney Lanfield ,"Constance Bennett,Franchot Tone,Tullio Carminati"
Spitfire,1934,USA, Drama,5.5,0,0 min,Mono, Black and White,0,0,John Cromwell ,"Katharine Hepburn,Robert Young,Ralph Bellamy"
Sing and Like It,1934,USA, Comedy,6.7,0,72 min,Mono, Black and White,0,0,William A. Seiter ,"Zasu Pitts,Pert Kelton,Edward Everett Horton"
Back Page,1934,USA," Crime, Drama",6.2,0,65 min,Mono, Black and White,0,0,Anton Lorenze ,"Peggy Shannon,Russell Hopton,Claude Gillingwater"
The House of Rothschild,1934,USA," Biography, Drama, History, War",6.8,0,88 min,Mono, Black and White,0,0,,"George Arliss,Boris Karloff,Loretta Young"
The Merry Widow,1934,USA," Musical, Comedy, Romance",7.5,0,99 min,Mono, Black and White,0,0,Ernst Lubitsch ,"Maurice Chevalier,Jeanette MacDonald,Edward Everett Horton"
It's a Gift,1934,USA, Comedy,7.4,0,68 min,Mono, Black and White,0,0,Norman Z. McLeod (as Norman McLeod)            ,"W.C. Fields,Kathleen Howard,Jean Rouverol"
Forsaking All Others,1934,USA," Comedy, Drama, Romance",6.1,0,83 min,Mono, Black and White,0,0,W.S. Van Dyke ,"Robert Montgomery,Joan Crawford,Clark Gable"
Strauss' Great Waltz,1934,UK," Biography, Music, Romance",6,0,81 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Edmund Gwenn,Jessie Matthews,Fay Compton"
Blue Steel,1934,USA, Western,5.4,0,54 min,Mono, Black and White,0,0,Robert N. Bradbury (as Robert Bradbury)            ,"John Wayne,Eleanor Hunt,George 'Gabby' Hayes"
Now and Forever,1934,USA," Drama, Romance",6.6,0,81 min,Mono, Black and White,0,0,Henry Hathaway ,"Gary Cooper,Carole Lombard,Shirley Temple"
"Father Brown, Detective",1934,USA, Mystery,6.4,0,68 min,Mono, Black and White,0,0,Edward Sedgwick ,"Walter Connolly,Paul Lukas,Gertrude Michael"
Born to Be Bad,1934,USA," Drama, Romance",6.3,0,62 min,Mono, Black and White,"$252,238 ",0,,"Loretta Young,Cary Grant,Jackie Kelk"
Viva Villa!,1934,USA," Biography, Western",6.5,0,115 min,Mono, Black and White,"$1,017,400 ","$1,109,000 ",,"Wallace Beery,Fay Wray,Leo Carrillo"
6 Day Bike Rider,1934,USA, Comedy,6.5,0,69 min,Mono, Black and White,0,0,Lloyd Bacon ,"Joe E. Brown,Maxine Doyle,Frank McHugh"
Jimmy the Gent,1934,USA," Comedy, Crime, Drama, Romance",7.1,0,67 min,Mono, Black and White,0,0,Michael Curtiz ,"James Cagney,Bette Davis,Allen Jenkins"
Journal of a Crime,1934,USA, Drama,6.1,0,65 min,Mono, Black and White,0,0,William Keighley ,"Ruth Chatterton,Adolphe Menjou,Claire Dodd"
The Lawless Frontier,1934,USA," Romance, Western",5.1,0,59 min,Mono, Black and White,0,0,Robert N. Bradbury (as R.N. Bradbury)            ,"John Wayne,Sheila Terry,George 'Gabby' Hayes"
Little Miss Marker,1934,USA," Comedy, Family, Drama",7.1,0,80 min,Mono, Black and White,0,0,Alexander Hall ,"Adolphe Menjou,Dorothy Dell,Charles Bickford"
Bolero,1934,USA," Drama, Music",6.9,0,85 min,Mono, Black and White,0,0,,"George Raft,Carole Lombard,Sally Rand"
Maniac,1934,USA, Horror,3.4,0,51 min,Mono, Black and White,"$5,000 ",0,Dwain Esper ,"Bill Woods,Horace B. Carpenter,Ted Edwards"
Bride of Frankenstein,1935,USA," Drama, Horror, Sci-Fi",7.9,0,75 min,Mono, Black and White,"$397,024 ",0,James Whale ,"Boris Karloff,Elsa Lanchester,Colin Clive"
The 39 Steps,1935,UK," Mystery, Thriller",7.8,0,86 min,Mono, Black and White,0,0,Alfred Hitchcock ,"Robert Donat,Madeleine Carroll,Lucie Mannheim"
Mutiny on the Bounty,1935,USA," Adventure, Biography, Drama, History, Romance",7.8,0,132 min,Mono, Black and White,"$1,950,000 ",0,Frank Lloyd ,"Charles Laughton,Clark Gable,Franchot Tone"
Top Hat,1935,USA," Comedy, Musical, Romance",7.8,0,101 min,Mono, Black and White,"$609,000 ","$3,000,000 ",Mark Sandrich ,"Fred Astaire,Ginger Rogers,Edward Everett Horton"
A Midsummer Night's Dream,1935,USA," Comedy, Fantasy, Romance",7,0,133 min,Mono, Black and White,0,0,,"James Cagney,Dick Powell,Ian Hunter"
Suicide Squad,1935,USA," Action, Drama, Romance",4.8,0,56 min,Mono, Black and White,0,0,Bernard B. Ray (as Raymond K. Johnson)            ,"Norman Foster,Joyce Compton,Robert Homans"
Dangerous,1935,USA, Drama,7.1,0,79 min,Mono, Black and White,0,0,Alfred E. Green ,"Bette Davis,Franchot Tone,Margaret Lindsay"
Captain Blood,1935,USA," Action, Adventure",7.8,0,119 min,Mono, Black and White,"$1,200,000 ",0,Michael Curtiz ,"Errol Flynn,Olivia de Havilland,Lionel Atwill"
A Night at the Opera,1935,USA," Comedy, Music, Musical",8.1,0,96 min,Mono, Black and White,0,0,,"Groucho Marx,Chico Marx,Harpo Marx"
A Tale of Two Cities,1935,USA," Drama, History, Romance",7.8,0,128 min,Mono, Black and White,0,0,,"Ronald Colman,Elizabeth Allan,Edna May Oliver"
Anna Karenina,1935,USA," Drama, Romance",7.1,0,95 min,Mono, Black and White,"$1,152,000 ",0,Clarence Brown ,"Greta Garbo,Fredric March,Freddie Bartholomew"
David Copperfield,1935,USA," Adventure, Drama, Romance",7.6,0,130 min,Mono, Black and White,0,0,George Cukor ,"Freddie Bartholomew,Frank Lawton,Edna May Oliver"
The Informer,1935,USA," Crime, Drama",7.5,0,91 min,Mono, Black and White,"$243,000 ",0,John Ford ,"Victor McLaglen,Heather Angel,Preston Foster"
Call of the Wild,1935,USA," Action, Adventure, Drama, Romance, Western",6.9,0,95 min,Mono, Black and White,0,0,William A. Wellman (as William Wellman)            ,"Clark Gable,Loretta Young,Jack Oakie"
Sylvia Scarlett,1935,USA," Comedy, Drama, Romance",6.3,0,95 min,Mono, Black and White,"$641,000 ",0,George Cukor ,"Katharine Hepburn,Cary Grant,Brian Aherne"
Mark of the Vampire,1935,USA," Horror, Mystery",6.4,0,60 min,Mono, Black and White,"$305,177 ",0,Tod Browning ,"Lionel Barrymore,Elizabeth Allan,Bela Lugosi"
Bordertown,1935,USA," Crime, Drama",7.1,0,90 min,Mono, Black and White,0,0,Archie Mayo (as Archie L. Mayo)            ,"Paul Muni,Bette Davis,Margaret Lindsay"
Werewolf of London,1935,USA," Drama, Fantasy, Horror",6.5,0,75 min,Mono, Black and White,"$195,393 ",0,Stuart Walker ,"Henry Hull,Warner Oland,Valerie Hobson"
Roberta,1935,USA," Comedy, Musical, Romance",7.1,0,106 min,Mono, Black and White,"$610,000 ",0,William A. Seiter ,"Irene Dunne,Fred Astaire,Ginger Rogers"
Les MisÌ©rables,1935,USA," Drama, History, Romance",7.6,0,108 min,Mono, Black and White,"$1,000,000 ",0,Richard Boleslawski ,"Fredric March,Charles Laughton,Cedric Hardwicke"
'G' Men,1935,USA," Crime, Drama, Film-Noir, Thriller",7.2,0,85 min,Mono, Black and White,"$450,000 ",0,William Keighley ,"James Cagney,Margaret Lindsay,Ann Dvorak"
Magnificent Obsession,1935,USA," Drama, Romance",7,0,112 min,Mono, Black and White,0,0,John M. Stahl ,"Irene Dunne,Robert Taylor,Charles Butterworth"
Alice Adams,1935,USA," Comedy, Drama, Romance",7,0,99 min,Mono, Black and White,0,0,George Stevens ,"Katharine Hepburn,Fred MacMurray,Fred Stone"
Dante's Inferno,1935,USA, Drama,6.7,0,89 min,Mono, Black and White,"$748,900 ",0,Harry Lachman ,"Spencer Tracy,Claire Trevor,Henry B. Walthall"
Curly Top,1935,USA," Family, Musical, Romance",6.9,0,75 min,Mono, Black and White,0,0,Irving Cummings ,"Shirley Temple,John Boles,Rochelle Hudson"
The Devil Is a Woman,1935,USA," Comedy, Drama, Romance",7.2,0,0 min,Mono, Black and White,"$800,000 ",0,Josef von Sternberg ,"Marlene Dietrich,Lionel Atwill,Edward Everett Horton"
She,1935,USA," Adventure, Fantasy, Romance, Sci-Fi",6.6,0,101 min,Mono, Black and White,0,0,,"Helen Gahagan,Randolph Scott,Helen Mack"
Gold Diggers of 1935,1935,USA," Comedy, Musical",7.6,0,95 min,Mono, Black and White,0,0,Busby Berkeley ,"Dick Powell,Adolphe Menjou,Gloria Stuart"
Mad Love,1935,USA," Horror, Romance, Sci-Fi",7.4,0,68 min,Mono, Black and White,"$257,502 ",0,Karl Freund ,"Peter Lorre,Frances Drake,Colin Clive"
Charlie Chan in Egypt,1935,USA," Comedy, Crime, Horror, Mystery, Thriller",7.1,0,73 min,Mono, Black and White,0,0,Louis King (as Luis King)            ,"Warner Oland,Pat Paterson,Thomas Beck"
Crime and Punishment,1935,USA," Crime, Drama",7,0,88 min,Mono, Black and White,0,0,Josef von Sternberg ,"Edward Arnold,Peter Lorre,Marian Marsh"
The Crusades,1935,USA," Adventure, Drama, History, War",6.7,0,125 min,Mono, Black and White,0,0,Cecil B. DeMille ,"Loretta Young,Henry Wilcoxon,Ian Keith"
The Ghost Goes West,1935,UK," Comedy, Fantasy, Horror, Romance",6.9,0,95 min,Mono, Black and White,0,0,RenÌ© Clair ,"Robert Donat,Jean Parker,Eugene Pallette"
The Little Colonel,1935,USA," Comedy, Family",7.1,0,81 min,Mono, Black and White,0,0,David Butler ,"Shirley Temple,Lionel Barrymore,Evelyn Venable"
The Raven,1935,USA," Crime, Horror",7,0,61 min,Mono, Black and White,"$115,000 ",0,Lew Landers (as Louis Friedlander)            ,"Boris Karloff,Bela Lugosi,Lester Matthews"
China Seas,1935,USA," Action, Drama, Adventure, Romance",7,0,87 min,Mono, Black and White,"$1,138,000 ",0,Tay Garnett ,"Clark Gable,Jean Harlow,Wallace Beery"
Ruggles of Red Gap,1935,USA," Comedy, Romance",7.8,0,90 min,Mono, Black and White,0,0,Leo McCarey ,"Charles Laughton,Mary Boland,Charles Ruggles"
The Littlest Rebel,1935,USA," Comedy, Drama, Family, War",7,0,73 min,Mono, Black and White,0,0,David Butler ,"Shirley Temple,John Boles,Jack Holt"
The Lives of a Bengal Lancer,1935,USA," Adventure, Drama",7.3,0,109 min,Mono, Black and White,0,0,Henry Hathaway ,"Gary Cooper,Franchot Tone,Richard Cromwell"
Frisco Kid,1935,USA," Adventure, Romance",6.2,0,77 min,Mono, Black and White,0,0,Lloyd Bacon ,"James Cagney,Margaret Lindsay,Ricardo Cortez"
The Phantom Empire,1935,USA," Musical, Sci-Fi, Western, Family",6.4,0,245 min,Mono, Black and White,"$70,000 ",0,,"Gene Autry,Frankie Darro,Betsy King Ross"
